date,ml_prob,agent_score,final_score,status,actual,top_signals
2000-01-01,0.016,0.242,0.106,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-05-01,0.007,0.182,0.077,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-06-01,0.008,0.182,0.078,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-07-01,0.007,0.182,0.077,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-08-01,0.005,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-09-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-10-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-11-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2007-12-01,0.004,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-01-01,0.004,0.322,0.131,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-02-01,0.005,0.262,0.108,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-03-01,0.009,0.322,0.134,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-04-01,0.004,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-05-01,0.006,0.322,0.132,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-06-01,0.009,0.382,0.158,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-07-01,0.006,0.382,0.157,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-08-01,0.004,0.322,0.131,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-09-01,0.039,0.322,0.152,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-10-01,0.988,0.382,0.746,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-11-01,0.984,0.382,0.743,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2008-12-01,0.99,0.322,0.723,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-01-01,0.987,0.262,0.697,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-02-01,0.991,0.262,0.699,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-03-01,0.988,0.322,0.721,alert,1,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-04-01,0.048,0.262,0.134,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-05-01,0.007,0.262,0.109,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-06-01,0.007,0.262,0.109,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-07-01,0.007,0.262,0.109,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-08-01,0.028,0.262,0.122,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-09-01,0.009,0.262,0.11,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-10-01,0.003,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-11-01,0.004,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2009-12-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-01-01,0.003,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-02-01,0.003,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-03-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-04-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-05-01,0.004,0.262,0.107,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-06-01,0.002,0.182,0.074,watch,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-07-01,0.005,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-08-01,0.006,0.182,0.077,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-09-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-10-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-11-01,0.006,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2010-12-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-01-01,0.005,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-02-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-03-01,0.005,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-04-01,0.007,0.182,0.077,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-05-01,0.005,0.182,0.076,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-06-01,0.003,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-07-01,0.004,0.182,0.075,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-08-01,0.008,0.182,0.078,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-09-01,0.305,0.382,0.336,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-10-01,0.062,0.242,0.134,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-11-01,0.72,0.322,0.561,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2011-12-01,0.899,0.322,0.668,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-01-01,0.13,0.242,0.175,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-02-01,0.007,0.262,0.109,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-03-01,0.009,0.182,0.078,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-04-01,0.132,0.182,0.152,alert,0,CPI 10.4% above RBI's target band; IIP contracting: -0.7%; 3-month avg negative: -0.70
2012-05-01,0.022,0.212,0.098,alert,0,CPI 10.4% above RBI's target band; India VIX elevated: 25.2; Rupee depreciating fast: 14.6% (3m)
2012-06-01,0.007,0.132,0.057,watch,0,CPI 10.4% above RBI's target band; Rupee depreciating fast: 9.1% (3m)
2012-07-01,0.091,0.132,0.107,alert,0,CPI 9.9% above RBI's target band; Rupee depreciating fast: 5.5% (3m)
2012-08-01,0.077,0.138,0.101,alert,0,CPI 9.9% above RBI's target band; IIP contracting: -0.1%
2012-09-01,0.006,0.138,0.059,watch,0,CPI 9.9% above RBI's target band; IIP contracting: -1.0%
2012-10-01,0.007,0.072,0.033,normal,0,CPI 9.8% above RBI's target band
2012-11-01,0.006,0.138,0.059,watch,0,CPI 9.8% above RBI's target band; IIP contracting: -1.7%
2012-12-01,0.006,0.072,0.032,normal,0,CPI 9.8% above RBI's target band
2013-01-01,0.003,0.126,0.052,watch,0,CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m)
2013-02-01,0.004,0.126,0.053,watch,0,CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m)
2013-03-01,0.131,0.126,0.129,alert,0,CPI 10.8% above RBI's target band; Inflation accelerating +1.04% (3m)
2013-04-01,0.017,0.072,0.039,watch,0,CPI 9.4% above RBI's target band
2013-05-01,0.034,0.072,0.049,watch,0,CPI 9.4% above RBI's target band
2013-06-01,0.984,0.198,0.669,alert,1,CPI 9.4% above RBI's target band; IIP contracting: -1.0%; Rupee depreciating fast: 9.7% (3m)
2013-07-01,0.987,0.132,0.645,alert,1,CPI 9.6% above RBI's target band; Rupee depreciating fast: 12.1% (3m)
2013-08-01,0.928,0.212,0.642,alert,1,CPI 9.6% above RBI's target band; India VIX elevated: 27.8; Rupee depreciating fast: 16.5% (3m)
2013-09-01,0.974,0.212,0.669,alert,1,CPI 9.6% above RBI's target band; India VIX elevated: 26.6; Rupee depreciating fast: 5.7% (3m)
2013-10-01,0.02,0.072,0.041,watch,0,CPI 10.1% above RBI's target band
2013-11-01,0.017,0.072,0.039,watch,0,CPI 10.1% above RBI's target band
2013-12-01,0.006,0.072,0.032,normal,0,CPI 10.1% above RBI's target band
2014-01-01,0.039,0.072,0.052,watch,0,CPI 8.8% above RBI's target band
2014-02-01,0.006,0.072,0.032,normal,0,CPI 8.8% above RBI's target band
2014-03-01,0.016,0.072,0.039,watch,0,CPI 8.8% above RBI's target band
2014-04-01,0.01,0.152,0.067,watch,0,CPI 8.3% above RBI's target band; India VIX elevated: 30.6
2014-05-01,0.005,0.072,0.032,normal,0,CPI 8.3% above RBI's target band
2014-06-01,0.004,0.072,0.031,normal,0,CPI 8.3% above RBI's target band
2014-07-01,0.008,0.072,0.034,normal,0,CPI 7.2% above RBI's target band
2014-08-01,0.022,0.072,0.042,watch,0,CPI 7.2% above RBI's target band
2014-09-01,0.049,0.072,0.058,watch,0,CPI 7.2% above RBI's target band
2014-10-01,0.076,0.0,0.046,watch,0,
2014-11-01,0.04,0.0,0.024,normal,0,
2014-12-01,0.1,0.0,0.06,watch,0,
2015-01-01,0.028,0.0,0.017,normal,0,
2015-02-01,0.024,0.0,0.014,normal,0,
2015-03-01,0.033,0.0,0.02,normal,0,
2015-04-01,0.028,0.0,0.017,normal,0,
2015-05-01,0.054,0.0,0.032,normal,0,
2015-06-01,0.042,0.0,0.025,normal,0,
2015-07-01,0.028,0.0,0.017,normal,0,
2015-08-01,0.097,0.0,0.058,watch,0,
2015-09-01,0.07,0.0,0.042,watch,0,
2015-10-01,0.018,0.114,0.057,watch,0,Inflation accelerating +1.31% (3m); Emergency rate cut: -0.75%
2015-11-01,0.042,0.054,0.047,watch,0,Inflation accelerating +1.31% (3m)
2015-12-01,0.01,0.054,0.028,normal,0,Inflation accelerating +1.31% (3m)
2016-01-01,0.034,0.0,0.021,normal,0,
2016-02-01,0.037,0.06,0.046,watch,0,Nifty 50 selloff: -11.9% (3m)
2016-03-01,0.009,0.0,0.005,normal,0,
2016-04-01,0.075,0.0,0.045,watch,0,
2016-05-01,0.011,0.0,0.007,normal,0,
2016-06-01,0.016,0.0,0.01,normal,0,
2016-07-01,0.004,0.072,0.031,normal,0,CPI 6.1% above RBI's target band
2016-08-01,0.013,0.072,0.037,normal,0,CPI 6.1% above RBI's target band
2016-09-01,0.009,0.072,0.034,normal,0,CPI 6.1% above RBI's target band
2016-10-01,0.033,0.0,0.02,normal,0,
2016-11-01,0.985,0.0,0.591,alert,1,
2016-12-01,0.978,0.0,0.587,alert,1,
2017-01-01,0.984,0.0,0.59,alert,1,
2017-02-01,0.848,0.0,0.509,alert,1,
2017-03-01,0.02,0.0,0.012,normal,0,
2017-04-01,0.02,0.0,0.012,normal,0,
2017-05-01,0.015,0.0,0.009,normal,0,
2017-06-01,0.026,0.066,0.042,watch,0,IIP contracting: -0.3%
2017-07-01,0.012,0.0,0.007,normal,0,
2017-08-01,0.016,0.0,0.009,normal,0,
2017-09-01,0.02,0.0,0.012,normal,0,
2017-10-01,0.025,0.054,0.036,normal,0,Inflation accelerating +1.22% (3m)
2017-11-01,0.014,0.054,0.03,normal,0,Inflation accelerating +1.22% (3m)
2017-12-01,0.01,0.054,0.027,normal,0,Inflation accelerating +1.22% (3m)
2018-01-01,0.006,0.054,0.025,normal,0,Inflation accelerating +1.49% (3m)
2018-02-01,0.006,0.054,0.025,normal,0,Inflation accelerating +1.49% (3m)
2018-03-01,0.006,0.054,0.025,normal,0,Inflation accelerating +1.49% (3m)
2018-04-01,0.014,0.0,0.008,normal,0,
2018-05-01,0.033,0.0,0.02,normal,0,
2018-06-01,0.04,0.06,0.048,watch,0,Rupee depreciating fast: 5.7% (3m)
2018-07-01,0.019,0.0,0.012,normal,0,
2018-08-01,0.019,0.06,0.035,normal,0,Rupee depreciating fast: 5.9% (3m)
2018-09-01,0.045,0.06,0.051,watch,0,Rupee depreciating fast: 5.4% (3m)
2018-10-01,0.935,0.06,0.585,alert,0,Rupee depreciating fast: 7.2% (3m)
2018-11-01,0.331,0.0,0.198,alert,0,
2018-12-01,0.596,0.0,0.358,alert,0,
2019-01-01,0.88,0.0,0.528,alert,0,
2019-02-01,0.967,0.0,0.58,alert,0,
2019-03-01,0.063,0.0,0.038,watch,0,
2019-04-01,0.114,0.0,0.068,watch,0,
2019-05-01,0.015,0.0,0.009,normal,0,
2019-06-01,0.016,0.0,0.01,normal,0,
2019-07-01,0.016,0.0,0.009,normal,1,
2019-08-01,0.044,0.066,0.053,watch,1,IIP contracting: -1.4%
2019-09-01,0.505,0.11,0.347,alert,1,IIP contracting: -4.6%; 3-month avg negative: -0.37
2019-10-01,0.336,0.208,0.285,alert,1,Inflation accelerating +1.47% (3m); IIP collapsed: -6.6%; 3-month avg negative: -4.20
2019-11-01,0.352,0.098,0.25,alert,1,Inflation accelerating +1.47% (3m); 3-month avg negative: -3.03
2019-12-01,0.129,0.098,0.117,alert,0,Inflation accelerating +1.47% (3m); 3-month avg negative: -1.37
2020-01-01,0.039,0.126,0.074,watch,0,CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m)
2020-02-01,0.054,0.126,0.083,alert,0,CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m)
2020-03-01,0.97,0.54,0.798,alert,1,CPI 7.6% above RBI's target band; Inflation accelerating +2.97% (3m); IIP collapsed: -18.7%
2020-04-01,0.627,0.586,0.611,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -57.3%; 3-month avg negative: -23.60
2020-05-01,0.869,0.466,0.708,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -33.4%; 3-month avg negative: -36.47
2020-06-01,0.782,0.406,0.632,alert,1,CPI 7.2% above RBI's target band; IIP collapsed: -16.6%; 3-month avg negative: -35.77
