date,recession_label,iip_growth_pct,cpi_yoy_pct,gdp_growth_pct,repo_rate_pct,yield_spread_bps,credit_growth_yoy_pct,unemployment_rate_pct,sentiment_score,iip_3m_rolling_avg,cpi_momentum_3m,repo_rate_change,gdp_lag1q,iip_lag1m,yield_spread_lag1,year,month,fiscal_year,finbert_composite,sent_mpc,sent_budget,sent_rbi_governor,sent_econ_survey,inr_level,inr_depreciation_3m,vix_level,vix_change,oil_price_usd,oil_change_3m,nifty_return_3m,market_stress
2015-07-01,0,1.3,3.69,7.2,7.5,105.8,12.5,3.4,0.15,1.3666666666666665,-1.1800000000000002,0.0,7.0,1.0,121.4,2015,July,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,64.11799621582031,1.06553207455502,14.569999694824219,-2.3600006103515625,52.209999084472656,-21.81790949559168,4.294440009472589,-0.5529698184542066
2015-08-01,0,3.7,3.69,7.2,7.5,115.5,12.5,3.4,0.15,2.0,-1.1800000000000002,0.0,7.0,1.3,105.8,2015,August,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,66.14299774169922,3.631800941717711,24.600000381469727,10.030000686645508,54.150001525878906,-17.403899416739975,-5.4822119073308695,0.4141062995870901
2015-09-01,0,2.2,3.69,7.2,7.5,108.2,12.5,3.4,0.15,2.4,-1.1800000000000002,0.0,7.0,3.7,115.5,2015,September,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,65.91999816894531,3.4461100671038025,19.6299991607666,-4.970001220703125,48.369998931884766,-23.934582771161892,-5.014041914993728,-0.026283585618791294
2015-10-01,0,9.0,5.0,7.5,6.75,97.4,12.0,3.4,0.15,4.966666666666667,1.31,-0.75,7.2,2.2,108.2,2015,October,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,65.44400024414062,2.0680684153899564,17.8799991607666,-1.75,49.560001373291016,-5.075651709731122,-5.47355017454374,-0.20111660155429373
2015-11-01,0,0.8,5.0,7.5,6.75,106.8,12.0,3.4,0.15,4.0,1.31,0.0,7.2,9.0,97.4,2015,November,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,66.9000015258789,1.1444957289899804,16.43000030517578,-1.4499988555908203,49.560001373291016,-8.476454336560412,-0.45224499856725275,-0.2539593411140305
2015-12-01,0,3.1,5.0,7.5,6.75,118.2,12.0,3.4,0.15,4.3,1.31,0.0,7.2,0.8,106.8,2015,December,FY16,0.0,-0.0428,0.1926,-0.0551,0.0926,66.45500183105469,0.8115953837532386,13.869999885559082,-2.560000419616699,37.279998779296875,-22.92743518188819,-0.03207745372095783,-0.49721730852682117
2016-01-01,0,4.0,5.69,7.3,6.75,102.2,11.8,3.4,0.15,2.6333333333333333,0.6900000000000004,0.0,7.5,3.1,118.2,2016,January,FY16,0.01389,-0.0428,0.1926,-0.0551,0.0926,68.09300231933594,4.047738624340114,17.239999771118164,3.369999885559082,34.7400016784668,-29.90314625538135,-6.226908826922706,-0.12466603702800168
2016-02-01,0,7.2,5.69,7.3,6.75,118.1,11.8,3.4,0.15,4.766666666666667,0.6900000000000004,0.0,7.5,4.0,102.2,2016,February,FY16,0.07167,-0.0428,0.1926,-0.0551,0.0926,68.7300033569336,2.7354286835804986,20.15999984741211,2.9200000762939453,35.970001220703125,-27.421307054103195,-11.94921641173876,0.15923615646136624
2016-03-01,0,5.2,5.69,7.3,6.75,76.4,11.8,3.4,0.15,5.466666666666666,0.6900000000000004,0.0,7.5,7.2,118.1,2016,March,FY16,0.07167,-0.0428,0.1926,-0.0551,0.0926,66.36799621582031,-0.1309241032835473,16.579999923706055,-3.5799999237060547,39.599998474121094,6.223175350833454,-2.616927177344408,-0.26745880117185006
2016-04-01,0,6.0,5.47,7.8,6.75,111.0,11.5,3.4,0.15,6.133333333333333,-0.2200000000000006,0.0,7.3,5.2,76.4,2016,April,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,66.41799926757812,-2.459875456662264,16.540000915527344,-0.03999900817871094,48.130001068115234,38.543462126393855,3.784598599755329,-0.26842723847043454
2016-05-01,0,7.3,5.47,7.8,6.5,104.1,11.5,3.4,0.15,6.166666666666667,-0.2200000000000006,-0.25,7.3,6.0,111.0,2016,May,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,67.13300323486328,-2.3235851070407487,16.049999237060547,-0.4900016784667969,48.130001068115234,33.80594783080859,16.788921300972692,-0.27519621342221584
2016-06-01,0,8.0,5.47,7.8,6.5,100.8,11.5,3.4,0.15,7.1000000000000005,-0.2200000000000006,0.0,7.3,7.3,104.1,2016,June,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,67.41600036621094,1.5790805962901944,16.290000915527344,0.24000167846679688,49.68000030517578,25.454551059243215,7.099014067363818,-0.24039206637316013
2016-07-01,0,4.5,6.07,7.5,6.5,105.5,11.2,3.4,0.15,6.6000000000000005,0.6000000000000005,0.0,7.8,8.0,100.8,2016,July,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,66.64800262451172,0.3462967259928673,14.920000076293945,-1.3700008392333984,42.459999084472656,-11.78059808396471,10.047392480525797,-0.3969223007023617
2016-08-01,0,4.0,6.07,7.5,6.5,85.6,11.2,3.4,0.15,5.5,0.6000000000000005,0.0,7.8,4.5,105.5,2016,August,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,67.12660217285156,-0.009534895957696854,13.239999771118164,-1.6800003051757812,47.040000915527344,-2.2647000382262306,7.672701194389497,-0.5182375372989739
2016-09-01,0,5.0,6.07,7.5,6.5,104.3,11.2,3.4,0.15,4.5,0.6000000000000005,0.0,7.8,4.0,85.6,2016,September,FY17,0.07167,-0.0428,0.1926,-0.0551,0.0926,66.81629943847656,-0.8895528130959063,17.18000030517578,3.940000534057617,49.060001373291016,-1.2479849598957649,3.9021494449639427,-0.19333804267350582
2016-10-01,0,4.2,4.2,6.8,6.5,111.3,10.8,3.4,0.15,4.4,-1.87,0.0,7.5,5.0,104.3,2016,October,FY17,0.05669,-0.0428,0.1926,-0.0551,0.0926,66.78140258789062,0.20015598086331465,14.649999618530273,-2.530000686645508,48.29999923706055,13.754122182078765,-0.005788041905419039,-0.4136106166772629
2016-11-01,0,5.1,4.2,6.8,6.25,123.9,10.8,3.4,0.15,4.766666666666667,-1.87,-0.25,7.5,4.2,111.3,2016,November,FY17,0.05669,-0.0428,0.1926,-0.0551,0.0926,68.60800170898438,2.2068740084865146,16.850000381469727,2.200000762939453,50.470001220703125,7.2916671735088645,-6.392981981131851,-0.13274304158009376
2016-12-01,0,2.4,4.2,6.8,6.25,105.4,10.8,3.4,0.15,3.9,-1.87,0.0,7.5,5.1,123.9,2016,December,FY17,0.05669,-0.0428,0.1926,-0.0551,0.0926,67.9448013305664,1.6889619772028075,15.470000267028809,-1.380000114440918,56.130001068115234,14.410924372034838,-4.939532659893864,-0.28492551226487844
2017-01-01,0,3.5,3.17,6.5,6.25,104.1,10.4,3.4,0.15,3.6666666666666665,-1.0300000000000002,0.0,6.8,2.4,105.4,2017,January,FY17,0.0209899999999999,-0.0428,0.1926,-0.0551,-0.1454,67.82099914550781,1.5567156683314431,16.829999923706055,1.359999656677246,56.130001068115234,16.2111841712965,-0.8879392835436484,-0.17360761838620223
2017-02-01,0,1.2,3.17,6.5,6.25,108.9,10.4,3.4,0.15,2.3666666666666667,-1.0300000000000002,0.0,6.8,3.5,104.1,2017,February,FY17,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,66.69319915771484,-2.790931820739484,13.789999961853027,-3.0399999618530273,55.59000015258789,10.144638018721718,7.965221100066877,-0.49228221536724
2017-03-01,0,4.4,3.17,6.5,6.25,125.0,10.4,3.4,0.1,3.033333333333333,-1.0300000000000002,0.0,6.8,1.2,108.9,2017,March,FY17,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,64.79000091552734,-4.643181455031808,12.420000076293945,-1.369999885559082,52.83000183105469,-5.87920750804175,12.069073503932536,-0.7052649269511604
2017-04-01,0,3.2,2.99,6.1,6.25,121.1,10.0,3.4,0.1,2.9333333333333336,-0.1799999999999997,0.0,6.5,4.4,125.0,2017,April,FY18,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,64.25830078125,-5.253090354234025,10.859999656677246,-1.5600004196166992,51.72999954223633,-7.838947874843949,8.675668612765186,-0.8664561239752107
2017-05-01,0,2.9,2.99,6.1,6.25,114.6,10.0,3.4,0.08,3.5,-0.1799999999999997,0.0,6.5,3.2,121.1,2017,May,FY18,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,64.61859893798828,-3.1106623252853516,11.760000228881836,0.9000005722045898,50.310001373291016,-9.498108949098594,8.35229541027922,-0.7707982734611165
2017-06-01,0,-0.3,2.99,6.1,6.25,127.1,10.0,3.4,0.08,1.933333333333333,-0.1799999999999997,0.0,6.5,2.9,114.6,2017,June,FY18,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,64.78510284423828,-0.007559918536581556,11.729999542236328,-0.030000686645507812,47.91999816894531,-9.293968373900686,3.7841710382885863,-0.7651095838005036
2017-07-01,0,1.0,2.36,5.7,6.25,125.2,9.8,3.6,0.12,1.2,-0.6300000000000003,0.0,6.1,-0.3,127.1,2017,July,FY18,0.0934049999999999,-0.0153,0.4019,-0.0551,-0.1454,64.12349700927734,-0.2097842151655427,11.899999618530273,0.1700000762939453,52.650001525878906,1.7784689576334056,8.308745341174205,-0.7833263624820224
2017-08-01,0,4.8,2.36,5.7,6.25,136.2,9.8,3.6,0.12,1.8333333333333333,-0.6300000000000003,0.0,6.1,1.0,125.2,2017,August,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,63.976200103759766,-0.9941392180987996,11.949999809265137,0.05000019073486328,52.380001068115234,4.1144894420996,3.0832832597115667,-0.7863323808995738
2017-09-01,0,4.1,2.36,5.7,6.0,121.9,9.8,3.6,0.2,3.2999999999999994,-0.6300000000000003,-0.25,6.1,4.8,136.2,2017,September,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,65.36000061035156,0.8873919170823807,12.489999771118164,0.5399999618530273,57.540000915527344,20.07513170736368,2.81170065610179,-0.6708728694609032
2017-10-01,0,1.8,3.58,6.3,6.0,128.0,9.5,3.8,0.2,3.5666666666666664,1.2200000000000002,0.0,5.7,4.1,121.9,2017,October,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,64.84239959716797,1.1211219309929632,12.4399995803833,-0.05000019073486328,57.540000915527344,9.287747859313678,2.562247127856998,-0.7009316615223724
2017-11-01,0,8.5,3.58,6.3,6.0,129.9,9.5,3.8,0.2,4.8,1.2200000000000002,0.0,5.7,1.8,128.0,2017,November,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,64.41480255126953,0.6855712699385341,13.550000190734863,1.1100006103515625,63.56999969482422,21.36311263559818,3.1120438994754807,-0.626315723907801
2017-12-01,0,7.3,3.58,6.3,6.0,121.6,9.5,3.8,0.2,5.866666666666666,1.2200000000000002,0.0,5.7,8.5,129.9,2017,December,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,63.84080123901367,-2.3243564215898793,12.670000076293945,-0.880000114440918,66.5999984741211,15.74556380681058,7.581274294095719,-0.7308732456502047
2018-01-01,0,7.5,5.07,7.2,6.0,141.7,10.2,4.0,0.2,7.766666666666666,1.4900000000000002,0.0,6.3,7.3,121.6,2018,January,FY18,0.1039399999999999,0.0148,0.4019,-0.0551,-0.1454,63.769901275634766,-1.6540077606567283,15.930000305175781,3.260000228881836,69.05000305175781,20.00347923721437,6.6993740260052,-0.4528057309860397
2018-02-01,0,6.9,5.07,7.2,6.0,143.9,10.2,4.0,0.2,7.233333333333333,1.4900000000000002,0.0,6.3,7.5,141.7,2018,February,FY18,0.088015,-0.0079,0.3753,-0.0551,-0.1454,64.91000366210938,0.7687691201811786,13.8100004196167,-2.119999885559082,65.77999877929688,3.4764811940884544,2.6040043785386713,-0.5792314116634784
2018-03-01,0,5.3,5.07,7.2,6.0,143.8,10.2,4.0,0.05,6.5666666666666655,1.4900000000000002,0.0,6.3,6.9,143.9,2018,March,FY18,0.088015,-0.0079,0.3753,-0.0551,-0.1454,65.0698013305664,1.925101295253917,15.760000228881836,1.9499998092651367,70.2699966430664,5.510507887430927,-3.9598506487310114,-0.4028471212360573
